,_id,name,age,sex,martial_status,education,schooling_status,AADHAR_No,has_bank_acc,is_computer_literate,has_SSP,health_prob,has_MNREGA,SHG,occupations,__id
29,6357b81c267dfc8b5f2b8dbc,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357b81c267dfc8b5f2b8db8
30,6357b81c267dfc8b5f2b8dbd,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357b81c267dfc8b5f2b8db8
31,6357b81c267dfc8b5f2b8dbe,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357b81c267dfc8b5f2b8db8
32,6357c46b4c76f4f25afe2d37,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357c46a4c76f4f25afe2d34
33,6357c46b4c76f4f25afe2d38,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357c46a4c76f4f25afe2d34
34,6357c46b4c76f4f25afe2d39,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357c46a4c76f4f25afe2d34
35,6357c46b4c76f4f25afe2d3a,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357c46a4c76f4f25afe2d34
36,6357c4b96a86421101b0aab9,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357c4b96a86421101b0aab6
37,6357c4b96a86421101b0aaba,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357c4b96a86421101b0aab6
38,6357c4b96a86421101b0aabb,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357c4b96a86421101b0aab6
39,6357c4b96a86421101b0aabc,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357c4b96a86421101b0aab6
40,6357c735492b489bfa3e124c,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357c734492b489bfa3e1249
41,6357c735492b489bfa3e124d,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357c734492b489bfa3e1249
42,6357c735492b489bfa3e124e,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357c734492b489bfa3e1249
43,6357c735492b489bfa3e124f,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357c734492b489bfa3e1249
44,6357ccdac36ac55f992f3ef3,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357ccd9c36ac55f992f3ef0
45,6357ccdac36ac55f992f3ef4,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357ccd9c36ac55f992f3ef0
46,6357ccdac36ac55f992f3ef5,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357ccd9c36ac55f992f3ef0
47,6357ccdac36ac55f992f3ef6,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357ccd9c36ac55f992f3ef0
48,6357cf6b5d2fedc5a584cf91,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357cf6a5d2fedc5a584cf8e
49,6357cf6b5d2fedc5a584cf92,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357cf6a5d2fedc5a584cf8e
50,6357cf6b5d2fedc5a584cf93,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357cf6a5d2fedc5a584cf8e
51,6357cf6b5d2fedc5a584cf94,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357cf6a5d2fedc5a584cf8e
52,6357cff95d2fedc5a584cfa1,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357cff95d2fedc5a584cf9e
53,6357cff95d2fedc5a584cfa2,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357cff95d2fedc5a584cf9e
54,6357cff95d2fedc5a584cfa3,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357cff95d2fedc5a584cf9e
55,6357cff95d2fedc5a584cfa4,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357cff95d2fedc5a584cf9e
56,6357d03bcd671b45d68ea657,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357d03bcd671b45d68ea654
57,6357d03bcd671b45d68ea658,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357d03bcd671b45d68ea654
58,6357d03bcd671b45d68ea659,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357d03bcd671b45d68ea654
59,6357d03bcd671b45d68ea65a,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357d03bcd671b45d68ea654
60,6357d096cdc1e4f4ae16ca43,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357d095cdc1e4f4ae16ca40
61,6357d096cdc1e4f4ae16ca44,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357d095cdc1e4f4ae16ca40
62,6357d096cdc1e4f4ae16ca45,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357d095cdc1e4f4ae16ca40
63,6357d096cdc1e4f4ae16ca46,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357d095cdc1e4f4ae16ca40
64,6357d0bccdc1e4f4ae16ca54,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357d0bccdc1e4f4ae16ca51
65,6357d0bccdc1e4f4ae16ca55,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357d0bccdc1e4f4ae16ca51
66,6357d0bccdc1e4f4ae16ca56,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357d0bccdc1e4f4ae16ca51
67,6357d0bccdc1e4f4ae16ca57,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357d0bccdc1e4f4ae16ca51
68,6357d0e8cdc1e4f4ae16ca65,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357d0e8cdc1e4f4ae16ca62
69,6357d0e8cdc1e4f4ae16ca66,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357d0e8cdc1e4f4ae16ca62
70,6357d0e8cdc1e4f4ae16ca67,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357d0e8cdc1e4f4ae16ca62
71,6357d0e8cdc1e4f4ae16ca68,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357d0e8cdc1e4f4ae16ca62
72,6357d10ae3cc3d0261f94674,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357d109e3cc3d0261f94671
73,6357d10ae3cc3d0261f94675,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357d109e3cc3d0261f94671
74,6357d10ae3cc3d0261f94676,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357d109e3cc3d0261f94671
75,6357d10ae3cc3d0261f94677,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357d109e3cc3d0261f94671
76,6357e60e5c9b36349ae33111,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357e60e5c9b36349ae3310e
77,6357e60e5c9b36349ae33112,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357e60e5c9b36349ae3310e
78,6357e60e5c9b36349ae33113,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357e60e5c9b36349ae3310e
79,6357e60e5c9b36349ae33114,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357e60e5c9b36349ae3310e
80,6357edccd886876adaa3327f,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357edccd886876adaa3327c
81,6357edccd886876adaa33280,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357edccd886876adaa3327c
82,6357edccd886876adaa33281,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357edccd886876adaa3327c
83,6357edccd886876adaa33282,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357edccd886876adaa3327c
84,6357eef137f538cf6cf777fa,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357eef037f538cf6cf777f7
85,6357eef137f538cf6cf777fb,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357eef037f538cf6cf777f7
86,6357eef137f538cf6cf777fc,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357eef037f538cf6cf777f7
87,6357eef137f538cf6cf777fd,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357eef037f538cf6cf777f7
88,6357f109844d595746fd4e74,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357f109844d595746fd4e71
89,6357f109844d595746fd4e75,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357f109844d595746fd4e71
90,6357f109844d595746fd4e76,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357f109844d595746fd4e71
91,6357f109844d595746fd4e77,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357f109844d595746fd4e71
92,6357f15d844d595746fd4e86,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357f15c844d595746fd4e83
93,6357f15d844d595746fd4e87,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357f15c844d595746fd4e83
94,6357f15d844d595746fd4e88,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357f15c844d595746fd4e83
95,6357f15d844d595746fd4e89,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357f15c844d595746fd4e83
96,6357f16c844d595746fd4e97,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357f16b844d595746fd4e94
97,6357f16c844d595746fd4e98,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357f16b844d595746fd4e94
98,6357f16c844d595746fd4e99,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357f16b844d595746fd4e94
99,6357f16c844d595746fd4e9a,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357f16b844d595746fd4e94
100,6357f60c16f2e59297778589,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357f60b16f2e59297778586
101,6357f60c16f2e5929777858a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357f60b16f2e59297778586
102,6357f60c16f2e5929777858b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357f60b16f2e59297778586
103,6357f60c16f2e5929777858c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357f60b16f2e59297778586
104,6357facd7fc70c0cb0ba4b5a,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6357facc7fc70c0cb0ba4b57
105,6357facd7fc70c0cb0ba4b5b,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6357facc7fc70c0cb0ba4b57
106,6357facd7fc70c0cb0ba4b5c,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6357facc7fc70c0cb0ba4b57
107,6357facd7fc70c0cb0ba4b5d,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6357facc7fc70c0cb0ba4b57
108,6358100b0367d83c9e3ce3f4,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6358100b0367d83c9e3ce3f1
109,6358100b0367d83c9e3ce3f5,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6358100b0367d83c9e3ce3f1
110,6358100b0367d83c9e3ce3f6,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6358100b0367d83c9e3ce3f1
111,6358100b0367d83c9e3ce3f7,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6358100b0367d83c9e3ce3f1
112,635810640367d83c9e3ce406,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635810630367d83c9e3ce403
113,635810640367d83c9e3ce407,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635810630367d83c9e3ce403
114,635810640367d83c9e3ce408,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635810630367d83c9e3ce403
115,635810640367d83c9e3ce409,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635810630367d83c9e3ce403
116,635810a10367d83c9e3ce418,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635810a00367d83c9e3ce415
117,635810a10367d83c9e3ce419,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635810a00367d83c9e3ce415
118,635810a10367d83c9e3ce41a,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635810a00367d83c9e3ce415
119,635810a10367d83c9e3ce41b,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635810a00367d83c9e3ce415
120,63581860967ab1b1de628cbb,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6358185f967ab1b1de628cb8
121,63581860967ab1b1de628cbc,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6358185f967ab1b1de628cb8
122,63581860967ab1b1de628cbd,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6358185f967ab1b1de628cb8
123,63581860967ab1b1de628cbe,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6358185f967ab1b1de628cb8
124,635819662d06f7ad737f732e,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635819652d06f7ad737f732b
125,635819662d06f7ad737f732f,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635819652d06f7ad737f732b
126,635819662d06f7ad737f7330,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635819652d06f7ad737f732b
127,635819662d06f7ad737f7331,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635819652d06f7ad737f732b
128,6358196c5a78970cea47a879,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,6358196b5a78970cea47a876
129,6358196c5a78970cea47a87a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,6358196b5a78970cea47a876
130,6358196c5a78970cea47a87b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,6358196b5a78970cea47a876
131,6358196c5a78970cea47a87c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,6358196b5a78970cea47a876
132,635819e65a78970cea47a889,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635819e55a78970cea47a886
133,635819e65a78970cea47a88a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635819e55a78970cea47a886
134,635819e65a78970cea47a88b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635819e55a78970cea47a886
135,635819e65a78970cea47a88c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635819e55a78970cea47a886
136,635819e82d06f7ad737f733e,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635819e72d06f7ad737f733b
137,635819e82d06f7ad737f733f,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635819e72d06f7ad737f733b
138,635819e82d06f7ad737f7340,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635819e72d06f7ad737f733b
139,635819e82d06f7ad737f7341,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635819e72d06f7ad737f733b
140,635819edd5ee746de45039c7,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,635819ecd5ee746de45039c4
141,635819edd5ee746de45039c8,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,635819ecd5ee746de45039c4
142,635819edd5ee746de45039c9,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,635819ecd5ee746de45039c4
143,635819edd5ee746de45039ca,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,635819ecd5ee746de45039c4
144,63581a73d5ee746de45039d7,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581a72d5ee746de45039d4
145,63581a73d5ee746de45039d8,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581a72d5ee746de45039d4
146,63581a73d5ee746de45039d9,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581a72d5ee746de45039d4
147,63581a73d5ee746de45039da,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581a72d5ee746de45039d4
148,63581a752d06f7ad737f734e,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581a745a78970cea47a896
149,63581a752d06f7ad737f734f,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581a745a78970cea47a896
150,63581a752d06f7ad737f7350,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581a745a78970cea47a896
151,63581a752d06f7ad737f7351,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581a745a78970cea47a896
152,63581a755a78970cea47a899,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581a745a78970cea47a896
153,63581a755a78970cea47a89a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581a745a78970cea47a896
154,63581a755a78970cea47a89b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581a745a78970cea47a896
155,63581a755a78970cea47a89c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581a745a78970cea47a896
156,63581a7909f277fb51d4b913,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581a7809f277fb51d4b910
157,63581a7909f277fb51d4b914,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581a7809f277fb51d4b910
158,63581a7909f277fb51d4b915,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581a7809f277fb51d4b910
159,63581a7909f277fb51d4b916,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581a7809f277fb51d4b910
160,63581b1470cdcf60ef1b8859,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581b1370cdcf60ef1b8856
161,63581b1470cdcf60ef1b885a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581b1370cdcf60ef1b8856
162,63581b1470cdcf60ef1b885b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581b1370cdcf60ef1b8856
163,63581b1470cdcf60ef1b885c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581b1370cdcf60ef1b8856
164,63581b5cb5ccf54f42a3299d,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581b5bb5ccf54f42a3299a
165,63581b5cb5ccf54f42a3299e,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581b5bb5ccf54f42a3299a
166,63581b5cb5ccf54f42a3299f,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581b5bb5ccf54f42a3299a
167,63581b5cb5ccf54f42a329a0,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581b5bb5ccf54f42a3299a
168,63581baab5ccf54f42a329af,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581ba9b5ccf54f42a329ac
169,63581baab5ccf54f42a329b0,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581ba9b5ccf54f42a329ac
170,63581baab5ccf54f42a329b1,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581ba9b5ccf54f42a329ac
171,63581baab5ccf54f42a329b2,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581ba9b5ccf54f42a329ac
172,63581bbbbf490f104b895dc5,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581bbabf490f104b895dc2
173,63581bbbbf490f104b895dc6,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581bbabf490f104b895dc2
174,63581bbbbf490f104b895dc7,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581bbabf490f104b895dc2
175,63581bbbbf490f104b895dc8,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581bbabf490f104b895dc2
176,63581daf2aac1bd215a799d1,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581dae2aac1bd215a799ce
177,63581daf2aac1bd215a799d2,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581dae2aac1bd215a799ce
178,63581daf2aac1bd215a799d3,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581dae2aac1bd215a799ce
179,63581daf2aac1bd215a799d4,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581dae2aac1bd215a799ce
180,63581db061d20d666ebd254d,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581dab61d20d666ebd254a
181,63581db061d20d666ebd254e,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581dab61d20d666ebd254a
182,63581db061d20d666ebd254f,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581dab61d20d666ebd254a
183,63581db061d20d666ebd2550,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581dab61d20d666ebd254a
184,63581db246a9930975397a69,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581db146a9930975397a66
185,63581db246a9930975397a6a,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581db146a9930975397a66
186,63581db246a9930975397a6b,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581db146a9930975397a66
187,63581db246a9930975397a6c,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581db146a9930975397a66
188,63581db24bf561302fd40203,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
189,63581db24bf561302fd40204,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
190,63581db24bf561302fd40205,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
191,63581db24bf561302fd40206,Gargi,20,Female,U,College,3 year,4567,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
192,63581db280fbe76b2f1ac883,Mayuresh,20,Male,U,College,3 year,1234,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
193,63581db280fbe76b2f1ac884,Anmol,20,Male,U,College,3 year,2345,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
194,63581db280fbe76b2f1ac885,Hemanth,20,Male,U,College,3 year,3456,True,True,True,None,True,True,Student,63581db180fbe76b2f1ac880
